City_TD,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,bairiki,1.3292,172.9752,80.6,83,20,9.22,KI,1644000767
279,leh,34.1667,77.5833,-1.44,95,100,3.76,IN,1644000769
280,jingdezhen,29.2947,117.2079,35.38,91,4,3.94,CN,1644000771
281,yar-sale,66.8333,70.8333,5.79,97,100,3.94,RU,1644000774
282,turukhansk,65.8167,87.9833,10.76,93,100,14.16,RU,1644000776
283,manado,1.487,124.8455,74.17,100,40,1.14,ID,1644000778
284,pemberton,50.3164,-122.8027,39.06,98,100,6.38,CA,1644000781
285,beloha,-25.1667,45.05,74.53,85,38,18.84,MG,1644000783
286,honiara,-9.4333,159.95,78.15,88,100,3.4,SB,1644000790
287,soyo,-6.1349,12.3689,78.85,73,72,6.26,AO,1644000792
288,saint george,37.1041,-113.5841,48.67,30,0,1.99,US,1644000795
289,yuzhno-kurilsk,44.0306,145.8556,21.69,75,22,8.03,RU,1644000797
290,zhigalovo,54.8097,105.1578,6.55,98,100,3.24,RU,1644000801
291,amapa,1.0,-52.0,77.52,95,100,4.16,BR,1644000804
292,tacna,-18.0056,-70.2483,71.8,56,0,12.66,PE,1644000806
293,sola,-13.8833,167.55,80.2,83,100,27.09,VU,1644000809
294,soc trang,9.6033,105.98,75.16,71,100,16.26,VN,1644000811
295,mulanje,-16.0316,35.5,71.51,87,100,2.04,MW,1644000813
296,mehamn,71.0357,27.8492,17.51,84,100,28.61,NO,1644000816
297,palana,59.1167,159.9667,6.28,85,100,11.43,RU,1644000818
298,rundu,-17.9333,19.7667,70.52,77,98,3.6,NA,1644000820
299,faya,18.3851,42.4509,59.11,85,19,7.56,SA,1644000823
300,bulgan,48.8125,103.5347,-4.34,87,11,4.59,MN,1644000718
301,bac lieu,9.285,105.7244,78.48,74,55,22.86,VN,1644000827
302,villanueva,15.3167,-88.0,88.79,48,20,0.0,HN,1644000830
303,hovd,48.0056,91.6419,-10.43,81,11,3.6,MN,1644000832
304,slave lake,55.2834,-114.769,-0.42,85,100,12.66,CA,1644000834
305,marawi,7.9986,124.2928,64.65,92,100,2.42,PH,1644000837
306,thai binh,20.45,106.3333,59.0,72,100,3.47,VN,1644000839
307,la libertad,-2.2333,-80.9,83.86,65,0,8.05,EC,1644000841
308,mathbaria,22.2876,89.9593,65.3,89,100,5.21,BD,1644000844
309,sao filipe,14.8961,-24.4956,74.03,71,0,8.7,CV,1644000846
310,upington,-28.4478,21.2561,82.78,42,0,2.3,ZA,1644000848
311,hvide sande,56.0045,8.1294,39.0,73,100,21.85,DK,1644000851
312,ejido,8.5514,-71.2375,73.71,79,100,6.31,VE,1644000853
313,souillac,-20.5167,57.5167,80.37,94,75,13.8,MU,1644000855
314,saint anthony,45.0205,-93.218,9.82,67,100,4.0,US,1644000858
315,biloela,-24.4167,150.5,65.7,71,0,16.75,AU,1644000860
316,gamba,-2.65,10.0,76.39,85,16,3.91,GA,1644000863
317,saint-joseph,-21.3667,55.6167,79.16,84,100,23.53,RE,1644000865
318,teya,60.3778,92.6267,17.17,89,100,10.69,RU,1644000868
319,mawlaik,23.6333,94.4167,57.61,71,100,1.19,MM,1644000870
320,talnakh,69.4865,88.3972,1.2,96,100,7.27,RU,1644000873
321,cabo san lucas,22.8909,-109.9124,74.52,46,0,1.99,MX,1644000603
322,la labor,14.4833,-89.0,80.58,36,8,8.72,HN,1644000877
323,corpus christi,27.8006,-97.3964,38.16,64,100,5.99,US,1644000837
324,puerto carreno,6.189,-67.4859,94.98,41,40,14.97,CO,1644000606
325,liverpool,53.4106,-2.9779,42.75,81,75,10.0,GB,1644000883
326,kloulklubed,7.0419,134.2556,81.23,80,25,11.99,PW,1644000798
327,camana,-16.6228,-72.7111,75.38,68,53,9.89,PE,1644000888
328,pimentel,-6.8367,-79.9342,79.09,57,0,16.11,PE,1644000890
329,portland,45.5234,-122.6762,44.04,94,75,3.0,US,1644000703
330,klaksvik,62.2266,-6.589,36.52,60,92,39.91,FO,1644000895
331,denpasar,-8.65,115.2167,80.26,83,40,13.8,ID,1644000897
332,jibuti,11.5,42.5,71.02,50,5,10.09,DJ,1644000900
333,bulungu,-4.55,18.6,72.09,92,100,1.07,CD,1644000902
334,kopavogur,64.1123,-21.913,26.82,80,75,4.61,IS,1644000905
335,yaring,6.8662,101.3689,77.5,84,84,13.02,TH,1644000907
336,santa fe,-31.6333,-60.7,85.01,56,100,4.0,AR,1644000610
337,asau,46.4333,26.4,35.4,83,38,5.91,RO,1644000912
338,sioux lookout,50.1001,-91.917,-3.62,59,0,3.44,CA,1644000793
339,nagornskiy,58.7731,57.5451,17.78,95,100,5.64,RU,1644000916
340,akdepe,42.0551,59.3788,39.29,50,79,16.33,TM,1644000918
341,georgetown,5.4112,100.3354,79.9,95,40,1.99,MY,1644000811
342,whitehorse,60.7161,-135.0538,-4.7,73,100,3.0,CA,1644000720
343,troitsko-pechorsk,62.7084,56.1964,-4.31,100,99,1.88,RU,1644000925
344,rathdrum,47.8137,-116.892,37.27,91,0,0.0,US,1644000748
345,gold coast,-28.0,153.4333,69.04,74,75,7.0,AU,1644000930
346,pilar,-9.5972,-35.9567,84.13,51,43,12.71,BR,1644000932
347,palmer,42.1584,-72.3287,34.41,94,100,11.5,US,1644000934
348,mareeba,-17.0,145.4333,72.32,95,100,2.06,AU,1644000937
349,bay roberts,47.5999,-53.2648,33.33,93,100,10.0,CA,1644000939
350,prieska,-29.6641,22.7474,80.87,25,0,7.87,ZA,1644000941
351,wageningen,51.9667,5.6667,41.9,93,40,10.36,NL,1644000944
352,oriximina,-1.7656,-55.8661,80.64,75,100,2.19,BR,1644000946
353,loiza,18.4313,-65.8802,76.59,73,100,14.97,PR,1644000948
354,kavaratti,10.5669,72.642,78.91,62,100,10.54,IN,1644000951
355,rong kwang,18.339,100.3174,69.4,80,54,1.16,TH,1644000953
356,bosaso,11.2842,49.1816,73.78,65,3,2.28,SO,1644000955
357,polohy,47.4844,36.2536,24.53,94,97,11.25,UA,1644000958
358,macon,39.8667,-88.9668,24.33,80,52,8.12,US,1644000914
359,oum hadjer,13.2954,19.6966,74.5,12,0,15.52,TD,1644000962
360,orlik,52.5178,99.825,-19.97,97,60,2.64,RU,1644000965
361,rio grande,-32.035,-52.0986,82.94,83,84,5.5,BR,1644000967
362,beringovskiy,63.05,179.3167,-9.96,90,94,13.87,RU,1644000830
363,alofi,-19.0595,-169.9187,78.69,78,100,8.05,NU,1644000971
364,puerto leguizamo,-0.1934,-74.7819,81.46,83,100,1.1,CO,1644000974
365,uglich,57.5275,38.3317,2.34,100,99,2.93,RU,1644000976
366,kirovo-chepetsk,58.5539,50.0399,17.06,90,100,8.68,RU,1644000979
367,stranda,62.3096,6.9358,39.34,95,100,9.57,NO,1644000981
368,chapais,49.7834,-74.8492,-6.02,77,89,5.08,CA,1644000983
369,kudahuvadhoo,2.6708,72.8944,81.77,74,65,9.82,MV,1644000986
370,verkhoyansk,67.5447,133.385,-38.87,100,60,0.69,RU,1644000988
371,botwood,49.1499,-55.3482,20.68,94,100,10.47,CA,1644000993
372,santa maria del oro,25.9333,-105.3667,43.54,46,71,6.42,MX,1644000995
373,evensk,61.95,159.2333,14.79,41,0,19.6,RU,1644000997
374,celina,40.5489,-84.5702,18.86,91,100,7.18,US,1644001000
375,atar,20.5169,-13.0499,78.98,9,7,9.48,MR,1644001002
376,lorengau,-2.0226,147.2712,80.01,74,32,5.91,PG,1644001004
377,dingle,10.9995,122.6711,73.72,91,100,11.97,PH,1644000857
378,mandeville,18.0417,-77.5071,75.25,58,65,4.41,JM,1644000856
379,ambilobe,-13.2,49.05,77.02,88,100,11.03,MG,1644000859
380,jati,24.3539,68.2671,65.43,51,0,7.67,PK,1644001013
381,muscatine,41.4667,-91.1335,26.69,31,100,1.01,US,1644000801
382,te anau,-45.4167,167.7167,44.01,93,45,4.27,NZ,1644001017
383,cooma,-36.2333,149.1333,49.77,100,100,8.05,AU,1644001022
384,porto santo,33.072,-16.3415,67.3,88,20,3.44,PT,1644001024
385,chiredzi,-21.05,31.6667,79.47,60,93,5.48,ZW,1644001026
386,bud,39.447,-86.1758,24.48,77,100,6.33,US,1644001029
387,neiafu,-18.65,-173.9833,81.28,89,75,11.5,TO,1644001033
388,kshenskiy,51.8408,37.7136,9.64,97,46,7.78,RU,1644001036
389,saldanha,-33.0117,17.9442,68.05,74,0,20.54,ZA,1644001038
390,nioro,13.35,-15.75,90.45,8,0,7.0,GM,1644000871
391,hami,42.8,93.45,23.85,35,67,2.13,CN,1644001042
392,finschhafen,-6.6024,147.8681,80.83,83,100,10.54,PG,1644001045
393,bayir,37.2687,28.2167,41.52,79,51,5.66,TR,1644001049
394,yanliang,34.6592,109.2292,34.79,48,34,5.35,CN,1644001052
395,bandarbeyla,9.4942,50.8122,75.38,64,0,10.71,SO,1644001054
396,muyezerskiy,63.9333,31.65,12.16,90,100,13.0,RU,1644001056
397,port hardy,50.6996,-127.4199,46.76,100,100,3.44,CA,1644001059
398,bodrum,37.0383,27.4292,49.48,57,0,15.41,TR,1644001061
399,bambous virieux,-20.3428,57.7575,80.22,94,75,13.8,MU,1644000766
400,erdenet,49.0333,104.0833,-6.74,92,9,4.54,MN,1644001066
401,liwale,-9.7667,37.9333,70.48,95,100,6.08,TZ,1644001068
402,priiskovyy,51.9333,116.6333,-21.3,100,79,2.06,RU,1644001070
403,sabha,27.0377,14.4283,54.09,33,0,6.82,LY,1644001073
404,wamba,8.9333,8.6,76.93,16,0,1.3,NG,1644001075
405,ixtapa,20.7,-105.2,84.02,37,6,5.95,MX,1644001077
406,tura,25.5198,90.2201,53.33,96,93,5.37,IN,1644001080
407,joigny,47.9829,3.401,44.62,80,99,11.61,FR,1644001082
408,machiques,10.0644,-72.545,94.6,35,47,11.21,VE,1644001084
409,benguela,-12.5763,13.4055,75.7,72,84,5.93,AO,1644001087
410,biak,-0.9131,122.8766,75.88,85,100,3.58,ID,1644001089
411,lappeenranta,61.0587,28.1887,21.25,87,100,11.5,FI,1644001091
412,bilibino,68.0546,166.4372,-9.9,78,0,4.68,RU,1644001094
413,joshimath,30.5667,79.5667,26.96,67,9,8.88,IN,1644001096
414,taos,36.4072,-105.5731,36.21,70,3,3.94,US,1644001099
415,snezhnogorsk,69.1933,33.2531,4.78,93,100,7.74,RU,1644001101
416,hofn,64.2539,-15.2082,28.42,54,20,24.16,IS,1644001103
417,canico,32.6333,-16.85,68.0,87,20,5.75,PT,1644001106
418,lander,42.833,-108.7307,43.81,44,5,2.93,US,1644001108
419,naro,37.2935,13.7936,47.55,92,7,2.13,IT,1644001110
420,rio gallegos,-51.6226,-69.2181,59.05,33,0,5.75,AR,1644000833
421,nago,26.5881,127.9761,59.45,68,99,14.7,JP,1644000899
422,diego de almagro,-26.3667,-70.05,82.42,14,0,13.89,CL,1644001117
423,karratha,-20.7377,116.8463,83.88,70,98,4.36,AU,1644001119
424,gisors,49.2818,1.7801,42.98,83,7,7.7,FR,1644001121
425,lobito,-12.3481,13.5456,75.65,75,91,5.68,AO,1644001124
426,nuuk,64.1835,-51.7216,5.88,84,100,11.01,GL,1644001126
427,avera,33.194,-82.5271,66.88,92,100,10.6,US,1644001129
428,bambanglipuro,-7.95,110.2833,76.84,88,99,5.12,ID,1644001131
429,sapa,5.1544,120.3241,78.73,83,95,9.04,PH,1644001133
430,khasan,42.4308,130.6434,12.29,57,2,21.7,RU,1644001136
431,isoka,-10.1606,32.6335,60.73,96,100,3.47,ZM,1644001138
432,kaeo,-35.1,173.7833,71.33,96,84,10.83,NZ,1644001141
433,puerto madryn,-42.7692,-65.0385,64.69,62,96,26.73,AR,1644001143
434,kruisfontein,-34.0033,24.7314,64.89,62,100,4.83,ZA,1644001145
435,carahue,-38.7,-73.1667,71.2,51,3,9.64,CL,1644001148
436,mokhsogollokh,61.4681,128.9203,-25.33,100,94,3.38,RU,1644001150
437,colac,-38.3333,143.5833,58.17,83,12,8.77,AU,1644001152
438,rawson,-43.3002,-65.1023,64.69,68,40,26.46,AR,1644001155
439,gilgit,35.9221,74.3087,16.25,47,0,4.34,PK,1644001157
440,isla vista,34.4133,-119.861,70.43,33,0,1.99,US,1644001159
441,kijang,35.2442,129.2139,26.33,54,6,13.11,KR,1644001162
442,taksimo,56.3444,114.8794,-10.73,92,79,3.15,RU,1644001164
443,lebu,-37.6167,-73.65,64.24,75,1,17.47,CL,1644001166
444,vila,42.0304,-8.1588,44.33,83,100,3.42,PT,1644001169
445,aswan,24.0934,32.907,55.06,41,0,9.62,EG,1644001171
446,great bend,38.3645,-98.7648,39.85,53,0,1.99,US,1644001173
447,mogadishu,2.0371,45.3438,77.4,87,6,19.3,SO,1644001176
448,bathsheba,13.2167,-59.5167,83.01,61,75,13.8,BB,1644000908
449,gravdal,68.1214,13.5031,26.49,80,75,11.5,NO,1644001180
450,vestmanna,62.1564,-7.1664,34.72,55,75,25.32,FO,1644001123
451,iquique,-20.2208,-70.1431,73.29,68,3,11.23,CL,1644000965
452,jacareacanga,-6.2222,-57.7528,77.52,93,100,1.57,BR,1644001193
453,charleston,32.7766,-79.9309,76.1,79,20,10.0,US,1644001196
454,santa maria,-29.6842,-53.8069,81.7,83,75,5.75,BR,1644001198
455,samarai,-10.6167,150.6667,80.87,80,88,8.08,PG,1644001200
456,umm kaddadah,13.6017,26.6876,65.25,16,8,16.35,SD,1644001203
457,mitsamiouli,-11.3847,43.2844,81.54,81,86,10.74,KM,1644001208
458,tezu,27.9167,96.1667,60.98,60,100,1.83,IN,1644001212
459,beian,63.6559,9.5683,38.01,69,75,12.66,NO,1644001191
460,george,-33.963,22.4617,63.84,67,96,10.49,ZA,1644001217
461,muzaffarabad,34.37,73.4711,41.38,52,0,5.53,PK,1644001221
462,nhulunbuy,-12.2333,136.7667,81.21,89,100,6.91,AU,1644001227
463,longyearbyen,78.2186,15.6401,15.64,67,0,20.71,SJ,1644001120
464,comodoro rivadavia,-45.8667,-67.5,58.48,60,15,6.98,AR,1644001231
465,acucena,-19.0731,-42.5464,75.83,94,100,2.24,BR,1644001233
466,crixas,-14.5489,-49.9692,86.9,61,95,1.9,BR,1644001236
467,norman wells,65.282,-126.8329,-29.16,68,75,8.05,CA,1644000943
468,ostrovnoy,68.0531,39.5131,5.61,96,100,11.74,RU,1644001240
469,lata,40.1629,-8.3327,54.05,93,100,2.75,PT,1644001243
470,sirjan,29.452,55.6814,54.75,30,0,8.81,IR,1644001245
471,salalah,17.0151,54.0924,71.2,66,3,0.96,OM,1644001213
472,catamarca,-28.4696,-65.7852,73.78,70,97,1.99,AR,1644001250
473,hella,67.2,14.4333,21.88,80,82,34.52,NO,1644001252
474,lavrentiya,65.5833,-171.0,0.84,52,0,17.34,RU,1644001254
475,horgos,46.1556,19.9725,39.15,72,20,5.32,RS,1644001257
476,nouadhibou,20.931,-17.0347,67.89,66,2,11.34,MR,1644001261
477,oranjemund,-28.55,16.4333,64.63,80,13,13.38,NA,1644001264
478,foumban,5.7291,10.9001,73.44,27,96,0.65,CM,1644001266
479,nyurba,63.2842,118.3319,-27.26,99,40,2.8,RU,1644001268
480,oktyabrskiy,54.4815,53.471,28.15,87,100,10.51,RU,1644001271
481,mercedes,-34.6515,-59.4307,83.79,51,100,5.39,AR,1644001273
482,kudat,6.8837,116.8477,76.32,85,97,6.85,MY,1644001275
483,san ramon,37.7799,-121.978,59.52,57,0,1.01,US,1644001278
484,sorland,67.667,12.6934,31.86,78,94,24.58,NO,1644001280
485,talara,-4.5772,-81.2719,75.97,70,90,19.35,PE,1644001282
486,kupang,-10.1667,123.5833,78.8,87,100,10.85,ID,1644001285
487,mankono,8.0586,-6.1897,83.55,17,7,2.19,CI,1644001287
488,ucluelet,48.9329,-125.5528,47.08,94,100,15.84,CA,1644001289
489,supaul,26.1167,86.6,55.56,90,100,10.16,IN,1644001292
490,kachug,53.9606,105.8817,-0.45,99,100,1.45,RU,1644001294
491,pangoa,-12.1167,-73.0,79.52,74,96,3.62,PE,1644001296
492,tiarei,-17.5333,-149.3333,84.22,76,4,16.58,PF,1644001301
493,mapiri,-15.25,-68.1667,76.44,94,100,2.39,BO,1644001303
494,tame,6.461,-71.73,91.11,37,99,8.48,CO,1644001305
495,tahta,26.7693,31.5021,54.79,47,5,11.63,EG,1644001308
496,sovetskiy,61.3614,63.5842,4.17,97,100,2.57,RU,1644001310
497,marovoay,-16.1,46.6333,75.63,95,100,3.58,MG,1644001312
498,camacha,33.0833,-16.3333,64.53,88,20,3.44,PT,1644001315
499,pantai remis,4.4557,100.6288,76.73,85,100,3.2,MY,1644001317
500,cayenne,4.9333,-52.3333,84.24,82,20,7.0,GF,1644001319
501,ilhabela,-23.7781,-45.3581,79.12,89,100,5.53,BR,1644001322
502,pueblo,38.2545,-104.6091,40.95,52,0,1.01,US,1644001175
503,moose factory,51.2585,-80.6094,2.26,78,100,6.31,CA,1644001328
504,pombas,17.1503,-25.0201,71.38,81,9,13.0,CV,1644001333
505,pringsewu,-5.3582,104.9744,72.82,99,97,3.74,ID,1644001335
506,newburn,54.9876,-1.7442,38.71,83,0,18.41,GB,1644001337
507,ust-omchug,61.15,149.6333,-14.37,83,100,5.95,RU,1644001340
508,muros,42.7762,-9.0603,55.24,77,87,7.4,ES,1644001342
509,qasigiannguit,68.8193,-51.1922,16.05,94,100,24.07,GL,1644001344
510,ulladulla,-35.35,150.4667,65.88,74,100,10.51,AU,1644001347
511,plavsk,53.7094,37.2919,5.9,100,91,5.39,RU,1644001349
512,xai-xai,-25.0519,33.6442,79.95,61,98,13.78,MZ,1644001351
513,camapua,-19.5314,-54.0439,84.16,65,100,8.5,BR,1644001354
514,akhisar,38.9185,27.8401,40.55,77,7,5.39,TR,1644001356
515,magadan,59.5667,150.8,-0.02,69,99,11.16,RU,1644001358
516,clyde river,70.4692,-68.5914,-3.77,77,100,16.11,CA,1644001361
517,adrar,20.5022,-10.0711,71.98,9,11,8.5,MR,1644001363
518,killybegs,54.6333,-8.45,42.51,62,83,22.95,IE,1644001365
519,farsund,58.0948,6.8047,38.95,100,81,24.52,NO,1644001368
520,khani,41.9563,42.9566,29.77,99,100,5.75,GE,1644001370
521,paamiut,61.994,-49.6678,9.0,69,100,17.22,GL,1644001372
522,bowen,-20.0167,148.2333,76.68,82,100,16.04,AU,1644001377
523,ataco,3.5915,-75.3818,87.33,55,71,5.61,CO,1644001379
524,chesma,53.8111,60.6533,18.46,93,100,8.57,RU,1644001382
525,senanga,-16.1167,23.2667,68.86,84,100,4.79,ZM,1644001384
526,nishihara,26.1842,127.7558,58.68,67,100,18.41,JP,1644001263
527,yongan,39.6957,113.6871,8.58,75,2,4.9,CN,1644001388
528,thale,51.75,11.05,45.05,88,89,19.46,DE,1644001391
529,mahanoro,-19.9,48.8,76.17,92,100,20.78,MG,1644001393
530,trenggalek,-8.05,111.7167,75.74,87,100,3.06,ID,1644001396
531,luganville,-15.5333,167.1667,77.25,94,100,4.85,VU,1644001276
532,gornopravdinsk,60.05,69.9,21.78,98,100,3.02,RU,1644001400
533,am timan,11.0297,20.2827,80.82,14,10,8.12,TD,1644001403
534,naryan-mar,67.6713,53.087,-7.73,100,94,6.22,RU,1644001405
535,orbetello,42.4408,11.2196,53.8,92,100,7.18,IT,1644001411
536,zhezkazgan,47.8043,67.7144,8.31,79,46,11.43,KZ,1644001414
537,riyadh,24.6877,46.7219,73.18,21,0,5.53,SA,1644001268
538,buchanan,5.8808,-10.0467,85.96,75,56,9.08,LR,1644001418
539,sokolo,14.7328,-6.1219,80.89,10,2,8.75,ML,1644001423
540,abu samrah,35.3029,37.1841,45.66,88,100,11.14,SY,1644001425
541,kizukuri,40.8061,140.3861,27.1,38,76,13.11,JP,1644001427
542,sibolga,1.7427,98.7792,74.71,89,100,3.8,ID,1644001430
543,leshukonskoye,64.8989,45.7622,-11.16,100,100,2.86,RU,1644001432
544,el alto,-4.2714,-81.2147,78.46,64,61,17.31,PE,1644001434
545,bafut,6.0833,10.1,71.37,28,18,2.08,CM,1644001437
546,caraguatatuba,-23.6338,-45.4899,89.42,93,100,0.85,BR,1644001439
547,zambezi,-13.5432,23.1047,64.9,96,84,5.12,ZM,1644001441
548,zhangjiakou,40.81,114.8794,7.66,68,4,7.56,CN,1644001359
549,pahrump,36.2083,-115.9839,51.06,27,0,1.99,US,1644001446
550,harnosand,62.6323,17.9379,33.82,90,100,12.3,SE,1644001448
551,sangmelima,2.9333,11.9833,73.58,35,11,0.34,CM,1644001450
552,salme,28.0369,85.0942,37.69,88,100,3.09,NP,1644001453
553,kamyshlov,56.8428,62.7111,23.61,90,100,8.97,RU,1644001455
554,mikkeli,61.6886,27.2723,21.31,79,75,16.11,FI,1644001457
555,langham,52.3668,-106.9679,-5.98,93,100,13.29,CA,1644001460
556,gourcy,13.2167,-2.35,76.26,10,35,9.95,BF,1644001464
557,tavda,58.0425,65.2726,24.78,96,100,4.94,RU,1644001466
558,jurm,36.8648,70.8342,21.99,44,100,7.87,AF,1644001469
